state_name,report_date,Medicaid_Enrollment
Indiana,01/01/2017,1517698
Iowa,01/01/2017,637203
Kansas,01/01/2017,398728
Kentucky,01/01/2017,1240321
Louisiana,01/01/2017,1433441
Maine,01/01/2017,268851
Maryland,01/01/2017,1305538
Massachusetts,01/01/2017,1652107
Michigan,01/01/2017,2351919
Minnesota,01/01/2017,1054560
Mississippi,01/01/2017,684721
Missouri,01/01/2017,977840
Montana,01/01/2017,250145
Nebraska,01/01/2017,243968
Nevada,01/01/2017,628001
New Hampshire,01/01/2017,191389
New Jersey,01/01/2017,1799021
New Mexico,01/01/2017,779082
New York,01/01/2017,6445028
North Carolina,01/01/2017,2089739
North Dakota,01/01/2017,94332
Ohio,01/01/2017,2773262
Oklahoma,01/01/2017,815832
Oregon,01/01/2017,980520
Pennsylvania,01/01/2017,2940839
Rhode Island,01/01/2017,303347
South Carolina,01/01/2017,1032717
South Dakota,01/01/2017,120053
Tennessee,01/01/2017,1618066
Texas,01/01/2017,4807102
Utah,01/01/2017,311587
Vermont,01/01/2017,168513
Virginia,01/01/2017,995169
Washington,01/01/2017,1822488
West Virginia,01/01/2017,567168
Wisconsin,01/01/2017,1039857
Wyoming,01/01/2017,61635
United States,02/01/2017,75011673
Alabama,02/01/2017,891062
Alaska,02/01/2017,184392
Arizona,02/01/2017,1741558
Arkansas,02/01/2017,905505
California,02/01/2017,12383460
Colorado,02/01/2017,1375139
Connecticut,02/01/2017,763695
Delaware,02/01/2017,244076
District of Columbia,02/01/2017,268695
Florida,02/01/2017,4355549
Georgia,02/01/2017,1761533
Hawaii,02/01/2017,348474
Idaho,02/01/2017,294061
Illinois,02/01/2017,3101778
Indiana,02/01/2017,1510445
Iowa,02/01/2017,633084
Kansas,02/01/2017,390219
Kentucky,02/01/2017,1244711
Louisiana,02/01/2017,1443602
Maine,02/01/2017,268702
Maryland,02/01/2017,1304143
Massachusetts,02/01/2017,1642646
Michigan,02/01/2017,2359421
Minnesota,02/01/2017,1059580
Mississippi,02/01/2017,685516
Missouri,02/01/2017,973225
Montana,02/01/2017,255884
Nebraska,02/01/2017,244711
Nevada,02/01/2017,629560
New Hampshire,02/01/2017,190739
New Jersey,02/01/2017,1802976
New Mexico,02/01/2017,783390
New York,02/01/2017,6439670
North Carolina,02/01/2017,2094908
North Dakota,02/01/2017,92658
Ohio,02/01/2017,2791353
Oklahoma,02/01/2017,813085
Oregon,02/01/2017,978847
Pennsylvania,02/01/2017,2949697
Rhode Island,02/01/2017,303750
South Carolina,02/01/2017,1034232
South Dakota,02/01/2017,120093
Tennessee,02/01/2017,1589236
Texas,02/01/2017,4790248
Utah,02/01/2017,311651
Vermont,02/01/2017,169924
Virginia,02/01/2017,1003685
Washington,02/01/2017,1817199
West Virginia,02/01/2017,565974
Wisconsin,02/01/2017,1042495
Wyoming,02/01/2017,61437
United States,03/01/2017,75101541
Alabama,03/01/2017,884948
Alaska,03/01/2017,187821
Arizona,03/01/2017,1741301
Arkansas,03/01/2017,912043
California,03/01/2017,12376741
Colorado,03/01/2017,1389627
Connecticut,03/01/2017,771588
Delaware,03/01/2017,244571
District of Columbia,03/01/2017,271511
Florida,03/01/2017,4360830
Georgia,03/01/2017,1768307
Hawaii,03/01/2017,348596
Idaho,03/01/2017,295611
Illinois,03/01/2017,3097621
Indiana,03/01/2017,1513842
Iowa,03/01/2017,632571
Kansas,03/01/2017,393881
Kentucky,03/01/2017,1246349
Louisiana,03/01/2017,1447315
Maine,03/01/2017,268670
Maryland,03/01/2017,1303082
Massachusetts,03/01/2017,1662576
Michigan,03/01/2017,2367404
Minnesota,03/01/2017,1061433
Mississippi,03/01/2017,683557
Missouri,03/01/2017,977708
Montana,03/01/2017,256160
Nebraska,03/01/2017,245306
Nevada,03/01/2017,631128
New Hampshire,03/01/2017,190250
New Jersey,03/01/2017,1801538
New Mexico,03/01/2017,787110
New York,03/01/2017,6443857
North Carolina,03/01/2017,2087729
North Dakota,03/01/2017,93474
Ohio,03/01/2017,2807525
Oklahoma,03/01/2017,810816
Oregon,03/01/2017,998972
Pennsylvania,03/01/2017,2951646
Rhode Island,03/01/2017,308343
South Carolina,03/01/2017,1035789
South Dakota,03/01/2017,120189
Tennessee,03/01/2017,1557370
Texas,03/01/2017,4788950
Utah,03/01/2017,310893
Vermont,03/01/2017,170659
Virginia,03/01/2017,1007076
Washington,03/01/2017,1814997
West Virginia,03/01/2017,564408
Wisconsin,03/01/2017,1046217
Wyoming,03/01/2017,61635
United States,04/01/2017,75027667
Alabama,04/01/2017,887725
Alaska,04/01/2017,189922
Arizona,04/01/2017,1746566
Arkansas,04/01/2017,921347
California,04/01/2017,12358979
Colorado,04/01/2017,1399772
Connecticut,04/01/2017,756600
Delaware,04/01/2017,243004
District of Columbia,04/01/2017,272225
Florida,04/01/2017,4352537
Georgia,04/01/2017,1764269
Hawaii,04/01/2017,346180
Idaho,04/01/2017,296138
Illinois,04/01/2017,3092375
Indiana,04/01/2017,1503787
Iowa,04/01/2017,629295
Kansas,04/01/2017,387934
Kentucky,04/01/2017,1247764
Louisiana,04/01/2017,1448406
Maine,04/01/2017,268449
Maryland,04/01/2017,1303343
Massachusetts,04/01/2017,1674926
Michigan,04/01/2017,2369420
Minnesota,04/01/2017,1063158
Mississippi,04/01/2017,679257
Missouri,04/01/2017,978080
Montana,04/01/2017,258047
Nebraska,04/01/2017,244711
Nevada,04/01/2017,629913
New Hampshire,04/01/2017,189524
New Jersey,04/01/2017,1802202
New Mexico,04/01/2017,784403
New York,04/01/2017,6434699
North Carolina,04/01/2017,2088892
North Dakota,04/01/2017,93360
Ohio,04/01/2017,2802733
Oklahoma,04/01/2017,819316
Oregon,04/01/2017,1006582
Pennsylvania,04/01/2017,2946725
Rhode Island,04/01/2017,310083
South Carolina,04/01/2017,1033998
South Dakota,04/01/2017,119227
Tennessee,04/01/2017,1544352
Texas,04/01/2017,4770998
Utah,04/01/2017,308901
Vermont,04/01/2017,169625
Virginia,04/01/2017,1009847
Washington,04/01/2017,1813055
West Virginia,04/01/2017,562183
Wisconsin,04/01/2017,1041182
Wyoming,04/01/2017,61651
United States,05/01/2017,74990050
Alabama,05/01/2017,893778
Alaska,05/01/2017,192409
Arizona,05/01/2017,1745077
Arkansas,05/01/2017,921075
California,05/01/2017,12323263
Colorado,05/01/2017,1406646
Connecticut,05/01/2017,758997
Delaware,05/01/2017,243490
District of Columbia,05/01/2017,273454
Florida,05/01/2017,4347456
Georgia,05/01/2017,1763783
Hawaii,05/01/2017,347355
Idaho,05/01/2017,293696
Illinois,05/01/2017,3084388
Indiana,05/01/2017,1498471
Iowa,05/01/2017,630792
Kansas,05/01/2017,386802
Kentucky,05/01/2017,1251671
Louisiana,05/01/2017,1450044
Maine,05/01/2017,267566
Maryland,05/01/2017,1307949
Massachusetts,05/01/2017,1669398
Michigan,05/01/2017,2376257
Minnesota,05/01/2017,1064783
Mississippi,05/01/2017,683505
Missouri,05/01/2017,975125
Montana,05/01/2017,260212
Nebraska,05/01/2017,244721
Nevada,05/01/2017,631370
New Hampshire,05/01/2017,188736
New Jersey,05/01/2017,1799590
New Mexico,05/01/2017,781442
New York,05/01/2017,6440663
North Carolina,05/01/2017,2087653
North Dakota,05/01/2017,93874
Ohio,05/01/2017,2801893
Oklahoma,05/01/2017,808108
Oregon,05/01/2017,1005522
Pennsylvania,05/01/2017,2952315
Rhode Island,05/01/2017,313001
South Carolina,05/01/2017,1030565
South Dakota,05/01/2017,118960
Tennessee,05/01/2017,1534203
Texas,05/01/2017,4774699
Utah,05/01/2017,308147
Vermont,05/01/2017,169606
Virginia,05/01/2017,1012111
Washington,05/01/2017,1811049
West Virginia,05/01/2017,561598
Wisconsin,05/01/2017,1040908
Wyoming,05/01/2017,61874
United States,06/01/2017,73342389
Alabama,06/01/2017,888314
Alaska,06/01/2017,194534
Arizona,06/01/2017,1744617
Arkansas,06/01/2017,874237
California,06/01/2017,12293428
Colorado,06/01/2017,1419415
Connecticut,06/01/2017,794805
Delaware,06/01/2017,227659
District of Columbia,06/01/2017,254253
Florida,06/01/2017,3874106
Georgia,06/01/2017,1765789
Hawaii,06/01/2017,348125
Idaho,06/01/2017,294792
Illinois,06/01/2017,3075710
Indiana,06/01/2017,1338810
Iowa,06/01/2017,649088
Kansas,06/01/2017,392222
Kentucky,06/01/2017,1354391
Louisiana,06/01/2017,1448253
Maine,06/01/2017,235597
Maryland,06/01/2017,1305591
Massachusetts,06/01/2017,1661114
Michigan,06/01/2017,2378157
Minnesota,06/01/2017,1061615
Mississippi,06/01/2017,656669
Missouri,06/01/2017,1006903
Montana,06/01/2017,261293
Nebraska,06/01/2017,244956
Nevada,06/01/2017,631132
New Hampshire,06/01/2017,188296
New Jersey,06/01/2017,1787875
New Mexico,06/01/2017,784379
New York,06/01/2017,6073176
North Carolina,06/01/2017,1785838
North Dakota,06/01/2017,93804
Ohio,06/01/2017,2910222
Oklahoma,06/01/2017,753984
Oregon,06/01/2017,1006080
Pennsylvania,06/01/2017,2949330
Rhode Island,06/01/2017,314845
South Carolina,06/01/2017,1031667
South Dakota,06/01/2017,113110
Tennessee,06/01/2017,1498146
Texas,06/01/2017,4431050
Utah,06/01/2017,306849
Vermont,06/01/2017,169702
Virginia,06/01/2017,1011261
Washington,06/01/2017,1810090
West Virginia,06/01/2017,547084
Wisconsin,06/01/2017,1039204
Wyoming,06/01/2017,60822
United States,07/01/2017,73305030
Alabama,07/01/2017,893193
Alaska,07/01/2017,196121
Arizona,07/01/2017,1745097
Arkansas,07/01/2017,860770
California,07/01/2017,12277389
Colorado,07/01/2017,1415488
Connecticut,07/01/2017,799837
Delaware,07/01/2017,228630
District of Columbia,07/01/2017,255601
Florida,07/01/2017,3882461
Georgia,07/01/2017,1754492
Hawaii,07/01/2017,346435
Idaho,07/01/2017,294571
Illinois,07/01/2017,3073670
Indiana,07/01/2017,1338890
Iowa,07/01/2017,649401
Kansas,07/01/2017,403231
Kentucky,07/01/2017,1355660
Louisiana,07/01/2017,1449244
Maine,07/01/2017,234918
Maryland,07/01/2017,1306788
Massachusetts,07/01/2017,1632523
Michigan,07/01/2017,2380232
Minnesota,07/01/2017,1065061
Mississippi,07/01/2017,656733
Missouri,07/01/2017,1006683
Montana,07/01/2017,262329
Nebraska,07/01/2017,245909
Nevada,07/01/2017,633838
New Hampshire,07/01/2017,187798
New Jersey,07/01/2017,1778951
New Mexico,07/01/2017,778728
New York,07/01/2017,6096142
North Carolina,07/01/2017,1789708
North Dakota,07/01/2017,93148
Ohio,07/01/2017,2881568
Oklahoma,07/01/2017,753610
Oregon,07/01/2017,989582
Pennsylvania,07/01/2017,3001087
Rhode Island,07/01/2017,313103
South Carolina,07/01/2017,1032955
South Dakota,07/01/2017,112529
Tennessee,07/01/2017,1484821
Texas,07/01/2017,4434104
Utah,07/01/2017,307267
Vermont,07/01/2017,168455
Virginia,07/01/2017,1015609
Washington,07/01/2017,1795941
West Virginia,07/01/2017,546958
Wisconsin,07/01/2017,1037696
Wyoming,07/01/2017,60075
United States,08/01/2017,73294922
Alabama,08/01/2017,893262
Alaska,08/01/2017,197834
Arizona,08/01/2017,1742701
Arkansas,08/01/2017,859319
California,08/01/2017,12310936
Colorado,08/01/2017,1421240
Connecticut,08/01/2017,801870
Delaware,08/01/2017,229944
District of Columbia,08/01/2017,257388
Florida,08/01/2017,3843679
Georgia,08/01/2017,1766183
Hawaii,08/01/2017,346500
Idaho,08/01/2017,296356
Illinois,08/01/2017,3078351
Indiana,08/01/2017,1338402
Iowa,08/01/2017,647094
Kansas,08/01/2017,394141
Kentucky,08/01/2017,1359442
Louisiana,08/01/2017,1444529
Maine,08/01/2017,234535
Maryland,08/01/2017,1309986
Massachusetts,08/01/2017,1624439
Michigan,08/01/2017,2385647
Minnesota,08/01/2017,1070241
Mississippi,08/01/2017,655829
Missouri,08/01/2017,1002239
Montana,08/01/2017,263978
Nebraska,08/01/2017,246250
Nevada,08/01/2017,636806
New Hampshire,08/01/2017,188058
New Jersey,08/01/2017,1771394
New Mexico,08/01/2017,768072
New York,08/01/2017,6076621
North Carolina,08/01/2017,1781879
North Dakota,08/01/2017,93407
Ohio,08/01/2017,2876683
Oklahoma,08/01/2017,747582
Oregon,08/01/2017,974751
Pennsylvania,08/01/2017,3013365
Rhode Island,08/01/2017,315776
South Carolina,08/01/2017,1033865
South Dakota,08/01/2017,112964
Tennessee,08/01/2017,1505215
Texas,08/01/2017,4444789
Utah,08/01/2017,308312
Vermont,08/01/2017,166295
Virginia,08/01/2017,1023102
Washington,08/01/2017,1788562
West Virginia,08/01/2017,547225
Wisconsin,08/01/2017,1037812
Wyoming,08/01/2017,60072
United States,09/01/2017,73128693
Alabama,09/01/2017,892651
Alaska,09/01/2017,198742
Arizona,09/01/2017,1743139
Arkansas,09/01/2017,866389
California,09/01/2017,12268887
Colorado,09/01/2017,1416111
Connecticut,09/01/2017,813767
Delaware,09/01/2017,230339
District of Columbia,09/01/2017,258187
Florida,09/01/2017,3806151
Georgia,09/01/2017,1769089
Hawaii,09/01/2017,343874
Idaho,09/01/2017,297066
Illinois,09/01/2017,3070815
Indiana,09/01/2017,1332646
Iowa,09/01/2017,641863
Kansas,09/01/2017,381853
Kentucky,09/01/2017,1360852
Louisiana,09/01/2017,1444971
Maine,09/01/2017,233850
Maryland,09/01/2017,1309803
Massachusetts,09/01/2017,1630412
Michigan,09/01/2017,2356366
Minnesota,09/01/2017,1069823
Mississippi,09/01/2017,654983
Missouri,09/01/2017,996789
Montana,09/01/2017,264735
Nebraska,09/01/2017,246353
Nevada,09/01/2017,635568
New Hampshire,09/01/2017,187720
New Jersey,09/01/2017,1763781
New Mexico,09/01/2017,751031
New York,09/01/2017,6089591
North Carolina,09/01/2017,1782959
North Dakota,09/01/2017,93484
Ohio,09/01/2017,2857339
Oklahoma,09/01/2017,744800
Oregon,09/01/2017,968409
Pennsylvania,09/01/2017,3010042
Rhode Island,09/01/2017,309904
South Carolina,09/01/2017,1032321
South Dakota,09/01/2017,112653
Tennessee,09/01/2017,1517342
Texas,09/01/2017,4455818
Utah,09/01/2017,305540
Vermont,09/01/2017,164668
Virginia,09/01/2017,1026222
Washington,09/01/2017,1776086
West Virginia,09/01/2017,544461
Wisconsin,09/01/2017,1036360
Wyoming,09/01/2017,62088
United States,10/01/2017,73204357
Alabama,10/01/2017,894251
Alaska,10/01/2017,200627
Arizona,10/01/2017,1739554
Arkansas,10/01/2017,865883
California,10/01/2017,12227560
Colorado,10/01/2017,1378140
Connecticut,10/01/2017,835724
Delaware,10/01/2017,230748
District of Columbia,10/01/2017,258896
Florida,10/01/2017,3839336
Georgia,10/01/2017,1805143
Hawaii,10/01/2017,345028
Idaho,10/01/2017,297445
Illinois,10/01/2017,3037158
Indiana,10/01/2017,1385811
Iowa,10/01/2017,637244
Kansas,10/01/2017,385603
Kentucky,10/01/2017,1363011
Louisiana,10/01/2017,1445477
Maine,10/01/2017,233303
Maryland,10/01/2017,1312572
Massachusetts,10/01/2017,1649014
Michigan,10/01/2017,2356831
Minnesota,10/01/2017,1074467
Mississippi,10/01/2017,654073
Missouri,10/01/2017,992201
Montana,10/01/2017,266801
Nebraska,10/01/2017,245617
Nevada,10/01/2017,638384
New Hampshire,10/01/2017,187056
New Jersey,10/01/2017,1765184
New Mexico,10/01/2017,751740
New York,10/01/2017,6087638
North Carolina,10/01/2017,1782616
North Dakota,10/01/2017,93557
Ohio,10/01/2017,2838173
Oklahoma,10/01/2017,750448
Oregon,10/01/2017,969692
Pennsylvania,10/01/2017,3017805
Rhode Island,10/01/2017,314924
South Carolina,10/01/2017,1032730
South Dakota,10/01/2017,112665
Tennessee,10/01/2017,1526890
Texas,10/01/2017,4467384
Utah,10/01/2017,303963
Vermont,10/01/2017,164121
Virginia,10/01/2017,1029487
Washington,10/01/2017,1770959
West Virginia,10/01/2017,542237
Wisconsin,10/01/2017,1036969
Wyoming,10/01/2017,62217
United States,11/01/2017,73193768
Alabama,11/01/2017,895732
Alaska,11/01/2017,201672
Arizona,11/01/2017,1728003
Arkansas,11/01/2017,868166
California,11/01/2017,12194344
Colorado,11/01/2017,1372887
Connecticut,11/01/2017,835934
Delaware,11/01/2017,231385
District of Columbia,11/01/2017,258835
Florida,11/01/2017,3810911
Georgia,11/01/2017,1806068
Hawaii,11/01/2017,347605
Idaho,11/01/2017,296910
Illinois,11/01/2017,3045842
Indiana,11/01/2017,1326481
Iowa,11/01/2017,638799
Kansas,11/01/2017,387500
Kentucky,11/01/2017,1370334
Louisiana,11/01/2017,1448555
Maine,11/01/2017,232105
Maryland,11/01/2017,1317089
Massachusetts,11/01/2017,1668344
Michigan,11/01/2017,2357576
Minnesota,11/01/2017,1075335
Mississippi,11/01/2017,651209
Missouri,11/01/2017,991578
Montana,11/01/2017,266302
Nebraska,11/01/2017,247722
Nevada,11/01/2017,637421
New Hampshire,11/01/2017,188951
New Jersey,11/01/2017,1774040
New Mexico,11/01/2017,751480
New York,11/01/2017,6120155
North Carolina,11/01/2017,1787628
North Dakota,11/01/2017,93696
Ohio,11/01/2017,2820606
Oklahoma,11/01/2017,745255
Oregon,11/01/2017,974672
Pennsylvania,11/01/2017,3033755
Rhode Island,11/01/2017,313203
South Carolina,11/01/2017,1034151
South Dakota,11/01/2017,112562
Tennessee,11/01/2017,1543255
Texas,11/01/2017,4479268
Utah,11/01/2017,303346
Vermont,11/01/2017,163604
Virginia,11/01/2017,1027932
Washington,11/01/2017,1776761
West Virginia,11/01/2017,541494
Wisconsin,11/01/2017,1035671
Wyoming,11/01/2017,61639
United States,12/01/2017,73302816
Alabama,12/01/2017,894106
Alaska,12/01/2017,200369
Arizona,12/01/2017,1716236
Arkansas,12/01/2017,861955
California,12/01/2017,12220546
Colorado,12/01/2017,1376762
Connecticut,12/01/2017,836906
Delaware,12/01/2017,232315
District of Columbia,12/01/2017,258949
Florida,12/01/2017,3814637
Georgia,12/01/2017,1812561
Hawaii,12/01/2017,346747
Idaho,12/01/2017,297688
Illinois,12/01/2017,3062268
Indiana,12/01/2017,1318992
Iowa,12/01/2017,644917
Kansas,12/01/2017,389441
Kentucky,12/01/2017,1374607
Louisiana,12/01/2017,1455541
Maine,12/01/2017,231725
Maryland,12/01/2017,1323306
Massachusetts,12/01/2017,1691917
Michigan,12/01/2017,2366223
Minnesota,12/01/2017,1082484
Mississippi,12/01/2017,646923
Missouri,12/01/2017,989637
Montana,12/01/2017,274234
Nebraska,12/01/2017,245863
Nevada,12/01/2017,638420
New Hampshire,12/01/2017,189811
New Jersey,12/01/2017,1779163
New Mexico,12/01/2017,752431
New York,12/01/2017,6122240
North Carolina,12/01/2017,1789111
North Dakota,12/01/2017,93983
Ohio,12/01/2017,2810412
Oklahoma,12/01/2017,734277
Oregon,12/01/2017,976182
Pennsylvania,12/01/2017,3045093
Rhode Island,12/01/2017,312705
South Carolina,12/01/2017,1036707
South Dakota,12/01/2017,112386
Tennessee,12/01/2017,1548572
Texas,12/01/2017,4474461
Utah,12/01/2017,302585
Vermont,12/01/2017,163649
Virginia,12/01/2017,1028297
Washington,12/01/2017,1789493
West Virginia,12/01/2017,539431
Wisconsin,12/01/2017,1034480
Wyoming,12/01/2017,61072
United States,01/01/2018,73162843
Alabama,01/01/2018,895960
Alaska,01/01/2018,203654
Arizona,01/01/2018,1685219
Arkansas,01/01/2018,842810
California,01/01/2018,12103881
Colorado,01/01/2018,1362702
Connecticut,01/01/2018,844856
Delaware,01/01/2018,232016
District of Columbia,01/01/2018,259110
Florida,01/01/2018,3800552
Georgia,01/01/2018,1818601
Hawaii,01/01/2018,349361
Idaho,01/01/2018,286089
Illinois,01/01/2018,3076689
Indiana,01/01/2018,1317789
Iowa,01/01/2018,648396
Kansas,01/01/2018,395922
Kentucky,01/01/2018,1374082
Louisiana,01/01/2018,1459238
Maine,01/01/2018,231925
Maryland,01/01/2018,1325225
Massachusetts,01/01/2018,1673993
Michigan,01/01/2018,2376844
Minnesota,01/01/2018,1081301
Mississippi,01/01/2018,645271
Missouri,01/01/2018,990129
Montana,01/01/2018,276623
Nebraska,01/01/2018,249328
Nevada,01/01/2018,642663
New Hampshire,01/01/2018,188893
New Jersey,01/01/2018,1777619
New Mexico,01/01/2018,752870
New York,01/01/2018,6151637
North Carolina,01/01/2018,1784003
North Dakota,01/01/2018,94311
Ohio,01/01/2018,2798257
Oklahoma,01/01/2018,739818
Oregon,01/01/2018,973460
Pennsylvania,01/01/2018,3051993
Rhode Island,01/01/2018,313552
South Carolina,01/01/2018,1038602
South Dakota,01/01/2018,112624
Tennessee,01/01/2018,1560038
Texas,01/01/2018,4452925
Utah,01/01/2018,302564
Vermont,01/01/2018,164804
Virginia,01/01/2018,1030996
Washington,01/01/2018,1786018
West Virginia,01/01/2018,539029
Wisconsin,01/01/2018,1037795
Wyoming,01/01/2018,60806
United States,02/01/2018,73150048
Alabama,02/01/2018,898872
Alaska,02/01/2018,204311
Arizona,02/01/2018,1673728
Arkansas,02/01/2018,842260
California,02/01/2018,12215946
Colorado,02/01/2018,1359670
Connecticut,02/01/2018,840412
Delaware,02/01/2018,231967
District of Columbia,02/01/2018,259318
Florida,02/01/2018,3801846
Georgia,02/01/2018,1840410
Hawaii,02/01/2018,350462
Idaho,02/01/2018,284104
Illinois,02/01/2018,3022233
Indiana,02/01/2018,1309969
Iowa,02/01/2018,650690
Kansas,02/01/2018,396699
Kentucky,02/01/2018,1377115
Louisiana,02/01/2018,1462701
Maine,02/01/2018,231551
Maryland,02/01/2018,1330636
Massachusetts,02/01/2018,1658413
Michigan,02/01/2018,2381797
Minnesota,02/01/2018,1081559
Mississippi,02/01/2018,640771
Missouri,02/01/2018,983765
Montana,02/01/2018,278379
Nebraska,02/01/2018,249964
Nevada,02/01/2018,642618
New Hampshire,02/01/2018,187828
New Jersey,02/01/2018,1783242
New Mexico,02/01/2018,750054
New York,02/01/2018,6129761
North Carolina,02/01/2018,1790591
North Dakota,02/01/2018,95950
Ohio,02/01/2018,2796018
Oklahoma,02/01/2018,733264
Oregon,02/01/2018,970752
Pennsylvania,02/01/2018,3052124
Rhode Island,02/01/2018,311695
South Carolina,02/01/2018,1039978
South Dakota,02/01/2018,112937
Tennessee,02/01/2018,1534978
Texas,02/01/2018,4436055
Utah,02/01/2018,301585
Vermont,02/01/2018,165279
Virginia,02/01/2018,1035326
Washington,02/01/2018,1780671
West Virginia,02/01/2018,538248
Wisconsin,02/01/2018,1040641
Wyoming,02/01/2018,60905
United States,03/01/2018,73101694
Alabama,03/01/2018,903458
Alaska,03/01/2018,205761
Arizona,03/01/2018,1678077
Arkansas,03/01/2018,841150
California,03/01/2018,12193802
Colorado,03/01/2018,1355620
Connecticut,03/01/2018,842582
Delaware,03/01/2018,231282
District of Columbia,03/01/2018,256315
Florida,03/01/2018,3778635
Georgia,03/01/2018,1876354
Hawaii,03/01/2018,348352
Idaho,03/01/2018,277803
Illinois,03/01/2018,2978713
Indiana,03/01/2018,1306609
Iowa,03/01/2018,653849
Kansas,03/01/2018,396745
Kentucky,03/01/2018,1378137
Louisiana,03/01/2018,1460587
Maine,03/01/2018,231278
Maryland,03/01/2018,1332308
Massachusetts,03/01/2018,1678328
Michigan,03/01/2018,2381578
Minnesota,03/01/2018,1083760
Mississippi,03/01/2018,638745
Missouri,03/01/2018,977722
Montana,03/01/2018,279583
Nebraska,03/01/2018,250897
Nevada,03/01/2018,642743
New Hampshire,03/01/2018,187515
New Jersey,03/01/2018,1784928
New Mexico,03/01/2018,749080
New York,03/01/2018,6152650
North Carolina,03/01/2018,1793406
North Dakota,03/01/2018,94498
Ohio,03/01/2018,2787955
Oklahoma,03/01/2018,732697
Oregon,03/01/2018,972830
Pennsylvania,03/01/2018,3052840
Rhode Island,03/01/2018,311036
South Carolina,03/01/2018,1041832
South Dakota,03/01/2018,113043
Tennessee,03/01/2018,1531732
Texas,03/01/2018,4414433
Utah,03/01/2018,301447
Vermont,03/01/2018,165757
Virginia,03/01/2018,1038200
Washington,03/01/2018,1778119
West Virginia,03/01/2018,536076
Wisconsin,03/01/2018,1040069
Wyoming,03/01/2018,60778
United States,04/01/2018,72892424
Alabama,04/01/2018,904927
Alaska,04/01/2018,207337
Arizona,04/01/2018,1679239
Arkansas,04/01/2018,849426
California,04/01/2018,12147513
Colorado,04/01/2018,1342889
Connecticut,04/01/2018,843388
Delaware,04/01/2018,230656
District of Columbia,04/01/2018,255702
Florida,04/01/2018,3768663
Georgia,04/01/2018,1862452
Hawaii,04/01/2018,345012
Idaho,04/01/2018,269430
Illinois,04/01/2018,2972175
Indiana,04/01/2018,1305073
Iowa,04/01/2018,655571
Kansas,04/01/2018,393968
Kentucky,04/01/2018,1350866
Louisiana,04/01/2018,1458873
Maine,04/01/2018,230588
Maryland,04/01/2018,1328160
Massachusetts,04/01/2018,1681456
Michigan,04/01/2018,2373421
Minnesota,04/01/2018,1085100
Mississippi,04/01/2018,635933
Missouri,04/01/2018,973093
Montana,04/01/2018,280169
Nebraska,04/01/2018,250249
Nevada,04/01/2018,644223
New Hampshire,04/01/2018,187165
New Jersey,04/01/2018,1797425
New Mexico,04/01/2018,748313
New York,04/01/2018,6134171
North Carolina,04/01/2018,1788305
North Dakota,04/01/2018,94871
Ohio,04/01/2018,2775514
Oklahoma,04/01/2018,736548
Oregon,04/01/2018,975183
Pennsylvania,04/01/2018,3043199
Rhode Island,04/01/2018,312463
South Carolina,04/01/2018,1043534
South Dakota,04/01/2018,112852
Tennessee,04/01/2018,1512118
Texas,04/01/2018,4398226
Utah,04/01/2018,300717
Vermont,04/01/2018,165999
Virginia,04/01/2018,1041481
Washington,04/01/2018,1766278
West Virginia,04/01/2018,534858
Wisconsin,04/01/2018,1037033
Wyoming,04/01/2018,60619
United States,05/01/2018,72717001
Alabama,05/01/2018,896225
Alaska,05/01/2018,207771
Arizona,05/01/2018,1678798
Arkansas,05/01/2018,845773
California,05/01/2018,12109710
Colorado,05/01/2018,1341583
Connecticut,05/01/2018,844938
Delaware,05/01/2018,230525
District of Columbia,05/01/2018,255580
Florida,05/01/2018,3717972
Georgia,05/01/2018,1862562
Hawaii,05/01/2018,339945
Idaho,05/01/2018,271305
Illinois,05/01/2018,2997641
Indiana,05/01/2018,1302317
Iowa,05/01/2018,658491
Kansas,05/01/2018,391161
Kentucky,05/01/2018,1348360
Louisiana,05/01/2018,1453981
Maine,05/01/2018,228892
Maryland,05/01/2018,1322717
Massachusetts,05/01/2018,1660494
Michigan,05/01/2018,2364929
Minnesota,05/01/2018,1085201
Mississippi,05/01/2018,632690
Missouri,05/01/2018,974629
Montana,05/01/2018,280768
Nebraska,05/01/2018,249735
Nevada,05/01/2018,644329
New Hampshire,05/01/2018,186588
New Jersey,05/01/2018,1790663
New Mexico,05/01/2018,746393
New York,05/01/2018,6153257
North Carolina,05/01/2018,1784052
North Dakota,05/01/2018,96276
Ohio,05/01/2018,2768392
Oklahoma,05/01/2018,735895
Oregon,05/01/2018,974631
Pennsylvania,05/01/2018,3046181
Rhode Island,05/01/2018,312490
South Carolina,05/01/2018,1042153
South Dakota,05/01/2018,112994
Tennessee,05/01/2018,1495246
Texas,05/01/2018,4376614
Utah,05/01/2018,299818
Vermont,05/01/2018,164423
Virginia,05/01/2018,1043181
Washington,05/01/2018,1765956
West Virginia,05/01/2018,533692
Wisconsin,05/01/2018,1029109
Wyoming,05/01/2018,59975
United States,06/01/2018,72482268
Alabama,06/01/2018,895756
Alaska,06/01/2018,211054
Arizona,06/01/2018,1683690
Arkansas,06/01/2018,841159
California,06/01/2018,12064332
Colorado,06/01/2018,1345504
Connecticut,06/01/2018,834343
Delaware,06/01/2018,230590
District of Columbia,06/01/2018,255054
Florida,06/01/2018,3716933
Georgia,06/01/2018,1863305
