state_name,report_date,Medicaid_Enrollment
Washington,04/01/2022,2093273
West Virginia,04/01/2022,623637
Wisconsin,04/01/2022,1361016
Wyoming,04/01/2022,75200
United States,05/01/2022,89059892
Alabama,05/01/2022,1124220
Alaska,05/01/2022,260768
Arizona,05/01/2022,2206792
Arkansas,05/01/2022,1004038
California,05/01/2022,13625983
Colorado,05/01/2022,1625864
Connecticut,05/01/2022,974428
Delaware,05/01/2022,287300
District of Columbia,05/01/2022,285248
Florida,05/01/2022,4670235
Georgia,05/01/2022,2373707
Hawaii,05/01/2022,430147
Idaho,05/01/2022,419898
Illinois,05/01/2022,3625765
Indiana,05/01/2022,1929014
Iowa,05/01/2022,820690
Kansas,05/01/2022,485399
Kentucky,05/01/2022,1560221
Louisiana,05/01/2022,1844912
Maine,05/01/2022,350607
Maryland,05/01/2022,1628180
Massachusetts,05/01/2022,1904927
Michigan,05/01/2022,2936453
Minnesota,05/01/2022,1315330
Mississippi,05/01/2022,740660
Missouri,05/01/2022,1291572
Montana,05/01/2022,311309
Nebraska,05/01/2022,368326
Nevada,05/01/2022,857879
New Hampshire,05/01/2022,240614
New Jersey,05/01/2022,2130668
New Mexico,05/01/2022,873372
New York,05/01/2022,7191272
North Carolina,05/01/2022,2257605
North Dakota,05/01/2022,123279
Ohio,05/01/2022,3242826
Oklahoma,05/01/2022,1203318
Oregon,05/01/2022,1303226
Pennsylvania,05/01/2022,3592984
Rhode Island,05/01/2022,350882
South Carolina,05/01/2022,1253906
South Dakota,05/01/2022,138787
Tennessee,05/01/2022,1721294
Texas,05/01/2022,5436087
Utah,05/01/2022,459467
Vermont,05/01/2022,187940
Virginia,05/01/2022,1920001
Washington,05/01/2022,2102043
West Virginia,05/01/2022,625990
Wisconsin,05/01/2022,1368028
Wyoming,05/01/2022,76431
United States,06/01/2022,89532601
Alabama,06/01/2022,1131459
Alaska,06/01/2022,262031
Arizona,06/01/2022,2216371
Arkansas,06/01/2022,1008791
California,06/01/2022,13688202
Colorado,06/01/2022,1635385
Connecticut,06/01/2022,974747
Delaware,06/01/2022,289032
District of Columbia,06/01/2022,286000
Florida,06/01/2022,4704468
Georgia,06/01/2022,2388803
Hawaii,06/01/2022,430780
Idaho,06/01/2022,426582
Illinois,06/01/2022,3643315
Indiana,06/01/2022,1940021
Iowa,06/01/2022,823937
Kansas,06/01/2022,488485
Kentucky,06/01/2022,1568276
Louisiana,06/01/2022,1850247
Maine,06/01/2022,352788
Maryland,06/01/2022,1636369
Massachusetts,06/01/2022,1912980
Michigan,06/01/2022,2949707
Minnesota,06/01/2022,1321602
Mississippi,06/01/2022,743942
Missouri,06/01/2022,1320696
Montana,06/01/2022,312515
Nebraska,06/01/2022,371047
Nevada,06/01/2022,865597
New Hampshire,06/01/2022,241793
New Jersey,06/01/2022,2139794
New Mexico,06/01/2022,874678
New York,06/01/2022,7224391
North Carolina,06/01/2022,2268737
North Dakota,06/01/2022,124213
Ohio,06/01/2022,3256033
Oklahoma,06/01/2022,1217200
Oregon,06/01/2022,1310089
Pennsylvania,06/01/2022,3605718
Rhode Island,06/01/2022,352367
South Carolina,06/01/2022,1261689
South Dakota,06/01/2022,139712
Tennessee,06/01/2022,1728139
Texas,06/01/2022,5473452
Utah,06/01/2022,462300
Vermont,06/01/2022,188808
Virginia,06/01/2022,1925696
Washington,06/01/2022,2111135
West Virginia,06/01/2022,628731
Wisconsin,06/01/2022,1375619
Wyoming,06/01/2022,78132
United States,07/01/2022,90043133
Alabama,07/01/2022,1138406
Alaska,07/01/2022,261816
Arizona,07/01/2022,2227971
Arkansas,07/01/2022,1012769
California,07/01/2022,13744043
Colorado,07/01/2022,1646836
Connecticut,07/01/2022,979293
Delaware,07/01/2022,290979
District of Columbia,07/01/2022,286672
Florida,07/01/2022,4734996
Georgia,07/01/2022,2405477
Hawaii,07/01/2022,431825
Idaho,07/01/2022,430307
Illinois,07/01/2022,3671144
Indiana,07/01/2022,1953949
Iowa,07/01/2022,828281
Kansas,07/01/2022,491794
Kentucky,07/01/2022,1576193
Louisiana,07/01/2022,1858130
Maine,07/01/2022,354975
Maryland,07/01/2022,1645951
Massachusetts,07/01/2022,1923683
Michigan,07/01/2022,2965223
Minnesota,07/01/2022,1332742
Mississippi,07/01/2022,747701
Missouri,07/01/2022,1349254
Montana,07/01/2022,313837
Nebraska,07/01/2022,374026
Nevada,07/01/2022,868971
New Hampshire,07/01/2022,242720
New Jersey,07/01/2022,2148004
New Mexico,07/01/2022,876177
New York,07/01/2022,7249900
North Carolina,07/01/2022,2283904
North Dakota,07/01/2022,123776
Ohio,07/01/2022,3270899
Oklahoma,07/01/2022,1231239
Oregon,07/01/2022,1334459
Pennsylvania,07/01/2022,3621759
Rhode Island,07/01/2022,353502
South Carolina,07/01/2022,1269341
South Dakota,07/01/2022,140676
Tennessee,07/01/2022,1736570
Texas,07/01/2022,5512172
Utah,07/01/2022,465497
Vermont,07/01/2022,189194
Virginia,07/01/2022,1934368
Washington,07/01/2022,2120740
West Virginia,07/01/2022,631256
Wisconsin,07/01/2022,1380418
Wyoming,07/01/2022,79318
United States,08/01/2022,90606454
Alabama,08/01/2022,1145553
Alaska,08/01/2022,262417
Arizona,08/01/2022,2245107
Arkansas,08/01/2022,1019232
California,08/01/2022,13820824
Colorado,08/01/2022,1656830
Connecticut,08/01/2022,985813
Delaware,08/01/2022,293136
District of Columbia,08/01/2022,287984
Florida,08/01/2022,4773338
Georgia,08/01/2022,2423690
Hawaii,08/01/2022,435501
Idaho,08/01/2022,432974
Illinois,08/01/2022,3695126
Indiana,08/01/2022,1965824
Iowa,08/01/2022,833293
Kansas,08/01/2022,494621
Kentucky,08/01/2022,1585244
Louisiana,08/01/2022,1866372
Maine,08/01/2022,356468
Maryland,08/01/2022,1654583
Massachusetts,08/01/2022,1933081
Michigan,08/01/2022,2983721
Minnesota,08/01/2022,1342340
Mississippi,08/01/2022,752432
Missouri,08/01/2022,1375658
Montana,08/01/2022,315377
Nebraska,08/01/2022,377726
Nevada,08/01/2022,877180
New Hampshire,08/01/2022,243549
New Jersey,08/01/2022,2159579
New Mexico,08/01/2022,879766
New York,08/01/2022,7269924
North Carolina,08/01/2022,2295141
North Dakota,08/01/2022,126517
Ohio,08/01/2022,3289608
Oklahoma,08/01/2022,1248544
Oregon,08/01/2022,1343029
Pennsylvania,08/01/2022,3638737
Rhode Island,08/01/2022,355465
South Carolina,08/01/2022,1278116
South Dakota,08/01/2022,141685
Tennessee,08/01/2022,1746101
Texas,08/01/2022,5553487
Utah,08/01/2022,469333
Vermont,08/01/2022,190063
Virginia,08/01/2022,1945680
Washington,08/01/2022,2133275
West Virginia,08/01/2022,635927
Wisconsin,08/01/2022,1391275
Wyoming,08/01/2022,80208
United States,09/01/2022,91162800
Alabama,09/01/2022,1152359
Alaska,09/01/2022,262624
Arizona,09/01/2022,2257808
Arkansas,09/01/2022,1024037
California,09/01/2022,13885444
Colorado,09/01/2022,1666668
Connecticut,09/01/2022,993236
Delaware,09/01/2022,294956
District of Columbia,09/01/2022,289546
Florida,09/01/2022,4796092
Georgia,09/01/2022,2438113
Hawaii,09/01/2022,452361
Idaho,09/01/2022,436769
Illinois,09/01/2022,3716811
Indiana,09/01/2022,1974511
Iowa,09/01/2022,837687
Kansas,09/01/2022,496822
Kentucky,09/01/2022,1592951
Louisiana,09/01/2022,1872410
Maine,09/01/2022,358150
Maryland,09/01/2022,1661447
Massachusetts,09/01/2022,1946317
Michigan,09/01/2022,2999634
Minnesota,09/01/2022,1347511
Mississippi,09/01/2022,761912
Missouri,09/01/2022,1395154
Montana,09/01/2022,319927
Nebraska,09/01/2022,380586
Nevada,09/01/2022,880088
New Hampshire,09/01/2022,244648
New Jersey,09/01/2022,2168752
New Mexico,09/01/2022,882745
New York,09/01/2022,7318196
North Carolina,09/01/2022,2306390
North Dakota,09/01/2022,127511
Ohio,09/01/2022,3304546
Oklahoma,09/01/2022,1261346
Oregon,09/01/2022,1350686
Pennsylvania,09/01/2022,3626994
Rhode Island,09/01/2022,357068
South Carolina,09/01/2022,1284639
South Dakota,09/01/2022,142457
Tennessee,09/01/2022,1753888
Texas,09/01/2022,5670813
Utah,09/01/2022,472474
Vermont,09/01/2022,190782
Virginia,09/01/2022,1955648
Washington,09/01/2022,2136869
West Virginia,09/01/2022,635849
Wisconsin,09/01/2022,1397860
Wyoming,09/01/2022,80708
United States,10/01/2022,91614614
Alabama,10/01/2022,1158232
Alaska,10/01/2022,262586
Arizona,10/01/2022,2268007
Arkansas,10/01/2022,1028754
California,10/01/2022,13939749
Colorado,10/01/2022,1676215
Connecticut,10/01/2022,998216
Delaware,10/01/2022,296811
District of Columbia,10/01/2022,290430
Florida,10/01/2022,4828580
Georgia,10/01/2022,2456252
Hawaii,10/01/2022,453133
Idaho,10/01/2022,445060
Illinois,10/01/2022,3731330
Indiana,10/01/2022,1983001
Iowa,10/01/2022,841506
Kansas,10/01/2022,500048
Kentucky,10/01/2022,1602820
Louisiana,10/01/2022,1878473
Maine,10/01/2022,362202
Maryland,10/01/2022,1673179
Massachusetts,10/01/2022,1958878
Michigan,10/01/2022,3010857
Minnesota,10/01/2022,1366216
Mississippi,10/01/2022,764385
Missouri,10/01/2022,1410569
Montana,10/01/2022,318138
Nebraska,10/01/2022,382869
Nevada,10/01/2022,880516
New Hampshire,10/01/2022,245788
New Jersey,10/01/2022,2181303
New Mexico,10/01/2022,881681
New York,10/01/2022,7336883
North Carolina,10/01/2022,2309894
North Dakota,10/01/2022,128344
Ohio,10/01/2022,3318481
Oklahoma,10/01/2022,1273309
Oregon,10/01/2022,1358701
Pennsylvania,10/01/2022,3640482
Rhode Island,10/01/2022,360020
South Carolina,10/01/2022,1291536
South Dakota,10/01/2022,143141
Tennessee,10/01/2022,1761216
Texas,10/01/2022,5712355
Utah,10/01/2022,474765
Vermont,10/01/2022,191137
Virginia,10/01/2022,1967237
Washington,10/01/2022,2145126
West Virginia,10/01/2022,638595
Wisconsin,10/01/2022,1406430
Wyoming,10/01/2022,81178
United States,11/01/2022,92095810
Alabama,11/01/2022,1164978
Alaska,11/01/2022,263529
Arizona,11/01/2022,2283133
Arkansas,11/01/2022,1034068
California,11/01/2022,14009516
Colorado,11/01/2022,1687184
Connecticut,11/01/2022,1002567
Delaware,11/01/2022,298221
District of Columbia,11/01/2022,291227
Florida,11/01/2022,4851799
Georgia,11/01/2022,2474253
Hawaii,11/01/2022,455533
Idaho,11/01/2022,449203
Illinois,11/01/2022,3759229
Indiana,11/01/2022,1993875
Iowa,11/01/2022,845409
Kansas,11/01/2022,501794
Kentucky,11/01/2022,1610079
Louisiana,11/01/2022,1887502
Maine,11/01/2022,364728
Maryland,11/01/2022,1681420
Massachusetts,11/01/2022,1967217
Michigan,11/01/2022,3027925
Minnesota,11/01/2022,1370796
Mississippi,11/01/2022,767417
Missouri,11/01/2022,1431617
Montana,11/01/2022,324086
Nebraska,11/01/2022,387144
Nevada,11/01/2022,860988
New Hampshire,11/01/2022,247780
New Jersey,11/01/2022,2194560
New Mexico,11/01/2022,882729
New York,11/01/2022,7363129
North Carolina,11/01/2022,2322435
North Dakota,11/01/2022,129422
Ohio,11/01/2022,3337867
Oklahoma,11/01/2022,1284364
Oregon,11/01/2022,1368797
Pennsylvania,11/01/2022,3659332
Rhode Island,11/01/2022,360705
South Carolina,11/01/2022,1290923
South Dakota,11/01/2022,143905
Tennessee,11/01/2022,1770986
Texas,11/01/2022,5743765
Utah,11/01/2022,478470
Vermont,11/01/2022,191834
Virginia,11/01/2022,1984745
Washington,11/01/2022,2156656
West Virginia,11/01/2022,640820
Wisconsin,11/01/2022,1414029
Wyoming,11/01/2022,82120
United States,12/01/2022,92340585
Alabama,12/01/2022,1167685
Alaska,12/01/2022,263206
Arizona,12/01/2022,2291196
Arkansas,12/01/2022,1035768
California,12/01/2022,14035625
Colorado,12/01/2022,1692321
Connecticut,12/01/2022,1007603
Delaware,12/01/2022,300480
District of Columbia,12/01/2022,292727
Florida,12/01/2022,4883951
Georgia,12/01/2022,2464523
Hawaii,12/01/2022,459131
Idaho,12/01/2022,449214
Illinois,12/01/2022,3777876
Indiana,12/01/2022,1995496
Iowa,12/01/2022,845136
Kansas,12/01/2022,500358
Kentucky,12/01/2022,1613644
Louisiana,12/01/2022,1892195
Maine,12/01/2022,366526
Maryland,12/01/2022,1676741
Massachusetts,12/01/2022,1968385
Michigan,12/01/2022,3034700
Minnesota,12/01/2022,1373387
Mississippi,12/01/2022,770251
Missouri,12/01/2022,1430999
Montana,12/01/2022,322482
Nebraska,12/01/2022,387459
Nevada,12/01/2022,870550
New Hampshire,12/01/2022,248811
New Jersey,12/01/2022,2194022
New Mexico,12/01/2022,884416
New York,12/01/2022,7387276
North Carolina,12/01/2022,2322435
North Dakota,12/01/2022,129114
Ohio,12/01/2022,3365244
Oklahoma,12/01/2022,1294297
Oregon,12/01/2022,1374967
Pennsylvania,12/01/2022,3669479
Rhode Island,12/01/2022,361827
South Carolina,12/01/2022,1296844
South Dakota,12/01/2022,144718
Tennessee,12/01/2022,1775720
Texas,12/01/2022,5746388
Utah,12/01/2022,479584
Vermont,12/01/2022,192319
Virginia,12/01/2022,1995216
Washington,12/01/2022,2164281
West Virginia,12/01/2022,645172
Wisconsin,12/01/2022,1416435
Wyoming,12/01/2022,82405
United States,01/01/2023,93244638
Alabama,01/01/2023,1178842
Alaska,01/01/2023,265528
Arizona,01/01/2023,2305008
Arkansas,01/01/2023,1048216
California,01/01/2023,14176618
Colorado,01/01/2023,1712273
Connecticut,01/01/2023,1012131
Delaware,01/01/2023,303192
District of Columbia,01/01/2023,293970
Florida,01/01/2023,4924826
Georgia,01/01/2023,2491677
Hawaii,01/01/2023,461990
Idaho,01/01/2023,455548
Illinois,01/01/2023,3808385
Indiana,01/01/2023,2025386
Iowa,01/01/2023,855602
Kansas,01/01/2023,506974
Kentucky,01/01/2023,1628356
Louisiana,01/01/2023,1906517
Maine,01/01/2023,369478
Maryland,01/01/2023,1694894
Massachusetts,01/01/2023,1989301
Michigan,01/01/2023,3064192
Minnesota,01/01/2023,1388972
Mississippi,01/01/2023,775336
Missouri,01/01/2023,1471853
Montana,01/01/2023,327239
Nebraska,01/01/2023,393384
Nevada,01/01/2023,878679
New Hampshire,01/01/2023,251061
New Jersey,01/01/2023,2225291
New Mexico,01/01/2023,887276
New York,01/01/2023,7454133
North Carolina,01/01/2023,2356614
North Dakota,01/01/2023,131872
Ohio,01/01/2023,3386997
Oklahoma,01/01/2023,1304067
Oregon,01/01/2023,1391681
Pennsylvania,01/01/2023,3695842
Rhode Island,01/01/2023,365005
South Carolina,01/01/2023,1296647
South Dakota,01/01/2023,145612
Tennessee,01/01/2023,1792551
Texas,01/01/2023,5813808
Utah,01/01/2023,482339
Vermont,01/01/2023,193355
Virginia,01/01/2023,2019010
Washington,01/01/2023,2175302
West Virginia,01/01/2023,647809
Wisconsin,01/01/2023,1430020
Wyoming,01/01/2023,83979
United States,02/01/2023,93373794
Alabama,02/01/2023,1180059
Alaska,02/01/2023,265565
Arizona,02/01/2023,2313258
Arkansas,02/01/2023,1047654
California,02/01/2023,14175459
Colorado,02/01/2023,1715943
Connecticut,02/01/2023,1013896
Delaware,02/01/2023,305292
District of Columbia,02/01/2023,293526
Florida,02/01/2023,4949019
Georgia,02/01/2023,2482833
Hawaii,02/01/2023,463733
Idaho,02/01/2023,456006
Illinois,02/01/2023,3810186
Indiana,02/01/2023,2027636
Iowa,02/01/2023,856561
Kansas,02/01/2023,506038
Kentucky,02/01/2023,1631287
Louisiana,02/01/2023,1907140
Maine,02/01/2023,370537
Maryland,02/01/2023,1697270
Massachusetts,02/01/2023,1988281
Michigan,02/01/2023,3063308
Minnesota,02/01/2023,1388749
Mississippi,02/01/2023,775755
Missouri,02/01/2023,1471670
Montana,02/01/2023,326822
Nebraska,02/01/2023,392334
Nevada,02/01/2023,890080
New Hampshire,02/01/2023,250666
New Jersey,02/01/2023,2225577
New Mexico,02/01/2023,889005
New York,02/01/2023,7451045
North Carolina,02/01/2023,2348230
North Dakota,02/01/2023,131434
Ohio,02/01/2023,3403221
Oklahoma,02/01/2023,1315882
Oregon,02/01/2023,1394491
Pennsylvania,02/01/2023,3698210
Rhode Island,02/01/2023,365630
South Carolina,02/01/2023,1305213
South Dakota,02/01/2023,146234
Tennessee,02/01/2023,1796095
Texas,02/01/2023,5845489
Utah,02/01/2023,482700
Vermont,02/01/2023,193447
Virginia,02/01/2023,2021955
Washington,02/01/2023,2177636
West Virginia,02/01/2023,650328
Wisconsin,02/01/2023,1431660
Wyoming,02/01/2023,83749
